latitude,longitude,property_type,accommodates,bathrooms,bedrooms,beds,price
42.34503948,-71.06213505,Apartment,8,2,3,4,525.00
42.34549103,-71.06242223,Condominium,4,2,2,2,299.00
42.34479539,-71.06325926,Condominium,2,1,1,1,269.00
42.34576674,-71.06318919,Apartment,4,1,1,2,189.00
42.34387422,-71.07417158,Apartment,2,1,0,1,215.00
42.34555988,-71.06337695,Condominium,4,1,2,2,279.00
42.34633991,-71.06438062,Condominium,4,1,1,2,289.00
42.34740738,-71.07267289,Apartment,2,1,1,1,229.00
42.34425636,-71.06330675,Apartment,4,1,1,2,154.00
42.34435009,-71.06362034,Apartment,6,2,2,3,236.00
42.34370147,-71.06921833,Apartment,4,1,1,2,175.00
42.33595845,-71.07507958,Apartment,1,1,1,1,60.00
42.34487888,-71.06312885,Condominium,4,1,1,2,229.00
42.34443022,-71.06251625,Apartment,6,2,2,3,234.00
42.34485683,-71.0621073,Apartment,4,2,2,2,329.00
42.34538511,-71.06362273,Apartment,4,1,1,2,209.00
42.34169589,-71.06889225,Apartment,2,1,0,1,195.00
42.34634242,-71.06385899,Apartment,4,1,1,2,169.00
42.34445533,-71.07411174,Townhouse,2,1,0,1,145.00
42.34341556,-71.07951597,Apartment,2,1,0,1,219.00
42.34559448,-71.0748806,Apartment,1,1,1,1,150.00
42.34382074,-71.07536875,Apartment,2,1,0,1,215.00
42.3446768,-71.07762315,Apartment,2,1,1,1,155.00
42.34222018,-71.08026313,Apartment,2,1,0,1,138.00
42.34715258,-71.07190312,Townhouse,2,1,1,1,170.00
42.34111124,-71.07029311,Apartment,2,1,1,1,170.00
42.34567869,-71.06943202,Apartment,4,1,2,2,195.00
42.3402452,-71.07663628,Apartment,2,1,1,1,125.00
42.33902208,-71.07704211,Condominium,3,1,2,2,250.00
42.3409612,-71.06641321,Apartment,1,1,1,1,100.00
42.34468465,-71.07663304,Apartment,2,1,0,1,137.00
42.34561287,-71.07698748,Apartment,2,1,0,1,137.00
42.34632376,-71.06301627,Condominium,4,1,1,2,199.00
42.33766125,-71.07280868,Apartment,4,1,1,1,239.00
42.346417,-71.07314861,Apartment,2,1,1,1,185.00
42.34032333,-71.07571534,Apartment,4,1,1,1,175.00
42.33918322,-71.0781845,Apartment,4,1,2,2,200.00
42.33663178,-71.07488543,Apartment,2,1,1,1,175.00
42.33811322,-71.0782187,Condominium,3,1.5,1,2,125.00
42.33651866,-71.06969886,Apartment,2,1,1,1,150.00
42.3449073,-71.07523415,Apartment,2,1,0,1,150.00
42.34707029,-71.07089196,Dorm,2,1,1,1,75.00
42.34053697,-71.07174927,Apartment,2,1,1,1,200.00
42.34136957,-71.07886726,Apartment,3,1,2,2,275.00
42.33828328,-71.07136231,Apartment,1,1,1,1,120.00
42.34289559,-71.07423168,Apartment,5,2,3,4,600.00
42.34436997,-71.06547544,Apartment,2,1,1,1,125.00
42.33713722,-71.07672505,Apartment,3,1,2,2,265.00
42.34419543,-71.07363011,Apartment,2,1,1,1,160.00
42.34341272,-71.07604008,Apartment,2,1,0,1,155.00
42.34323062,-71.07748715,Apartment,2,1,0,1,137.00
42.34191419,-71.0808063,Apartment,3,1,1,1,99.00
42.34642847,-71.0750299,House,1,,1,1,98.00
42.3451341,-71.07513462,Apartment,2,1,0,1,150.00
42.34253285,-71.07051706,Apartment,2,1,0,1,125.00
42.34384143,-71.07182664,Apartment,3,1,1,1,235.00
42.33931504,-71.07788277,Apartment,4,1,1,1,149.00
42.34237255,-71.07922266,Apartment,2,1,0,1,100.00
42.3367125,-71.07545754,Apartment,2,1,1,1,164.00
42.34551716,-71.06939493,Apartment,4,1,2,2,185.00
42.343792,-71.07285899,Apartment,3,1,1,2,250.00
42.33547304,-71.07502102,Apartment,2,1,1,1,100.00
42.34180498,-71.07982968,Apartment,4,1,2,2,275.00
42.3411334,-71.08001119,Apartment,2,1,0,1,225.00
42.34515972,-71.07167347,Apartment,6,1,2,3,250.00
42.34618796,-71.07314898,Loft,1,1.5,1,1,50.00
42.34298635,-71.0703004,Condominium,3,1,1,1,115.00
42.34343807,-71.07688356,Apartment,2,1,0,1,150.00
42.33519277,-71.07495094,Apartment,4,1,0,2,170.00
42.34412498,-71.07048304,Apartment,2,1,1,1,125.00
42.3452162,-71.07185953,Apartment,2,2,2,1,250.00
42.34473148,-71.07090818,Apartment,4,1,2,3,229.00
42.33767013,-71.07640773,Apartment,2,1,1,1,90.00
42.34430214,-71.06899694,Apartment,4,1,1,1,200.00
42.34079542,-71.08070417,Apartment,2,1,0,1,100.00
42.34121342,-71.07571054,Apartment,4,2,2,2,306.00
42.3438098,-71.06929087,Apartment,4,1,2,2,229.00
42.34562568,-71.06321265,Condominium,2,1,1,1,199.00
42.33954464,-71.07387036,Loft,1,1,1,1,67.00
42.342582,-71.07650344,Apartment,2,1,0,1,120.00
42.34178016,-71.08004974,Apartment,3,1,0,1,239.00
42.33685272,-71.0730617,Apartment,4,1,1,2,130.00
42.34770356,-71.07152834,Apartment,2,1,0,1,197.00
42.33930896,-71.06495499,Apartment,2,1.5,1,1,85.00
42.34276161,-71.07469313,Apartment,3,1,1,1,225.00
42.34241483,-71.07451934,House,8,4.5,5,6,1300.00
42.33635726,-71.07444244,Apartment,4,2,2,2,266.00
42.33569268,-71.07463211,Apartment,2,1,1,1,160.00
42.34407304,-71.07532811,Apartment,2,1,0,1,150.00
42.34245931,-71.07890448,Apartment,3,1,2,2,280.00
42.33909386,-71.07900524,Apartment,2,1,1,1,60.00
42.33817959,-71.06462946,Apartment,2,1,1,1,225.00
42.34311951,-71.0758505,Apartment,2,1,1,1,170.00
42.34447432,-71.07698271,Bed & Breakfast,2,1,1,1,168.00
42.34348781,-71.07680165,Apartment,2,1,1,1,183.00
42.3436647,-71.07562188,Apartment,2,1,0,1,137.00
42.34389102,-71.06948267,Apartment,6,1,2,2,300.00
42.33500338,-71.07509361,Apartment,3,1,0,1,166.00
42.34343207,-71.07291213,Apartment,4,2,2,2,350.00
42.33905139,-71.07641049,Apartment,2,1,1,1,149.00
42.33807459,-71.07532867,Apartment,4,1,1,2,190.00
42.34266914,-71.0695767,Apartment,2,1,1,1,180.00
42.33533589,-71.07425652,Apartment,2,1,1,1,99.00
42.33981503,-71.07770093,Apartment,2,1,0,1,110.00
42.33807716,-71.07509285,Apartment,3,1,1,1,210.00
42.34504558,-71.07576544,Apartment,2,1,0,1,155.00
42.33617223,-71.07542724,Apartment,2,1,1,1,178.00
42.34230309,-71.08036334,Condominium,7,2,4,5,600.00
42.34565357,-71.07650503,Apartment,5,2,3,4,550.00
42.34451313,-71.07422169,Townhouse,4,1,1,2,170.00
42.34385225,-71.07925308,Apartment,2,1,0,1,129.00
42.34386191,-71.07419704,Townhouse,2,1,0,1,160.00
42.3452917,-71.07656328,Apartment,2,1,1,1,250.00
42.34453845,-71.06602188,Apartment,2,1,2,1,149.00
42.34342895,-71.07400281,Apartment,4,1,1,2,175.00
42.34707992,-71.07361071,Apartment,2,1,1,1,150.00
42.34126176,-71.07719172,Apartment,4,1.5,1,1,250.00
42.34346178,-71.06419539,Loft,2,1,1,1,100.00
42.34094317,-71.07704195,Apartment,7,1,2,3,200.00
42.33634779,-71.07665638,Apartment,2,1,0,1,120.00
42.34422219,-71.07537506,Apartment,2,1,0,1,150.00
42.3440251,-71.07716516,Apartment,2,1,0,1,152.00
42.34433317,-71.07106172,Apartment,2,1,1,2,200.00
42.33832319,-71.07629653,Apartment,4,1,1,1,170.00
42.34145742,-71.0764061,Apartment,2,1.5,1,1,157.00
42.34407347,-71.0778515,Apartment,2,1,1,1,229.00
42.33618514,-71.07342146,Bed & Breakfast,3,1,1,2,299.00
42.34334139,-71.07223142,Apartment,4,1,1,1,165.00
42.34317613,-71.07708427,Apartment,4,1,2,2,210.00
42.33679502,-71.07648754,Condominium,2,1.5,1,1,110.00
42.34309495,-71.07979757,Apartment,4,2,2,2,400.00
42.34141201,-71.08113734,Townhouse,4,2.5,2,2,575.00
42.34556791,-71.07735542,Apartment,2,1,0,1,147.00
42.34195414,-71.0699487,Apartment,2,1,1,1,200.00
42.34269699,-71.07545736,Apartment,2,1,0,1,115.00
42.33605867,-71.07476968,Condominium,2,1.5,1,1,110.00
42.34116166,-71.07697593,Other,1,0,1,1,500.00
42.34272173,-71.07838891,Apartment,2,1,1,1,250.00
42.33699528,-71.07436551,Apartment,2,1,1,1,149.00
42.34364206,-71.07096862,Apartment,4,1,1,1,200.00
42.33711,-71.07713064,Apartment,8,2.5,3,4,417.00
42.34144499,-71.08051144,Condominium,4,2,2,2,600.00
42.34237399,-71.07560149,Apartment,4,1,1,2,175.00
42.34071458,-71.07406084,Loft,2,1,1,1,69.00
42.34557312,-71.07761896,Apartment,2,1,0,1,150.00
42.34203471,-71.07256419,Apartment,2,1,1,1,180.00
42.34339171,-71.07517784,Apartment,2,1,1,1,150.00
42.34500298,-71.07747016,Apartment,2,1,0,1,137.00
42.34363868,-71.07023501,Apartment,8,2.5,3,4,800.00
42.34503081,-71.07340513,Apartment,2,1,1,1,199.00
42.34362362,-71.06646127,Condominium,4,1,1,2,133.00
42.33750208,-71.07653798,Condominium,5,1.5,3,3,299.00
42.33767183,-71.069889,Apartment,1,1.5,1,1,135.00
42.34337257,-71.06951368,Condominium,4,2,2,2,275.00
42.34365919,-71.07210304,Apartment,2,1,1,1,99.00
42.33816881,-71.07495053,Bed & Breakfast,3,1,1,2,350.00
42.34499777,-71.07253948,Apartment,2,1,0,2,170.00
42.33650485,-71.07569641,Apartment,6,1,2,3,450.00
42.3434536,-71.07966122,Apartment,2,1,,1,186.00
42.34482586,-71.07687463,Apartment,4,1,1,1,300.00
42.34187598,-71.07814909,Apartment,4,1,1,1,200.00
42.34541183,-71.0756691,Apartment,4,1,1,1,189.00
42.34402061,-71.07429963,Townhouse,2,1,0,1,150.00
42.34579045,-71.06343694,Condominium,4,1,1,2,179.00
42.34667379,-71.07549847,Apartment,3,1,1,1,250.00
42.34428882,-71.06304997,Condominium,2,1,1,1,229.00
42.34193791,-71.07873718,Apartment,4,1.5,1,2,250.00
42.33937306,-71.07480099,Apartment,2,1,1,1,89.00
42.34610947,-71.06348826,Apartment,1,1,1,1,80.00
42.33608007,-71.07425896,Apartment,2,1,1,1,119.00
42.34221761,-71.06976149,Apartment,2,1,1,1,140.00
42.34714203,-71.07442765,Apartment,4,1,1,2,84.00
42.34403206,-71.07408005,House,4,2.5,2,2,700.00
42.34338451,-71.06881168,Condominium,2,1,2,1,250.00
42.340754,-71.08183368,Apartment,4,1,2,2,200.00
42.33679018,-71.07545931,Apartment,2,1,1,1,99.00
42.33971998,-71.07510804,Apartment,4,1,2,2,150.00
42.33975454,-71.0790043,Apartment,2,1,1,1,119.00
42.33865083,-71.0705896,Apartment,4,1,2,2,300.00
42.3442062,-71.07222802,Apartment,2,1,1,1,170.00
42.34179689,-71.07819514,Apartment,2,1,,1,269.00
42.34285805,-71.07339305,Apartment,2,1,1,1,170.00
42.34560256,-71.0757107,Apartment,1,1,1,1,100.00
42.34495654,-71.07485746,Bed & Breakfast,1,,1,1,135.00
42.34150455,-71.08087506,Apartment,6,1,1,2,159.00
42.33683259,-71.0694973,Condominium,3,1,2,2,250.00
42.33947729,-71.07938026,Apartment,3,1,1,1,225.00
42.34105938,-71.08073924,Apartment,2,1,1,1,75.00
42.3424239,-71.07909613,Apartment,2,1,0,1,144.00
42.34539308,-71.06303906,Apartment,1,1,0,1,170.00
42.34306172,-71.07275114,House,2,1,1,1,120.00
42.33914266,-71.07978998,Apartment,4,1,1,2,139.00
42.34362446,-71.07729755,Apartment,2,1,0,1,147.00
42.34179502,-71.07566432,Apartment,2,1,1,1,217.00
42.34675815,-71.07416682,Apartment,4,1,1,1,95.00
42.34320988,-71.07776036,Apartment,2,1,,1,225.00
42.34055092,-71.07510738,Apartment,4,1,1,2,200.00
42.34339888,-71.0788854,Apartment,2,1,0,1,189.00
42.34369552,-71.07810032,Apartment,2,1,0,1,150.00
42.3372339,-71.06977305,Apartment,4,1,2,2,279.00
42.34643651,-71.07480756,House,1,1,1,1,135.00
42.34485438,-71.07276955,Apartment,2,1,1,1,200.00
42.33960911,-71.07998676,Apartment,4,1,2,2,240.00
42.34650892,-71.07337175,Apartment,2,1.5,1,1,77.00
42.3418898,-71.07254315,Apartment,2,1,0,1,160.00
42.34121174,-71.07955075,Apartment,4,1,1,2,195.00
42.33943485,-71.08005787,Apartment,2,1,1,1,175.00
42.34703198,-71.06957015,Apartment,1,1,1,1,150.00
42.34594658,-71.07724668,Apartment,2,1,1,1,228.00
42.33843449,-71.07684759,Apartment,2,1,1,1,145.00
42.33676046,-71.07576189,Apartment,1,1,1,1,89.00
42.34426013,-71.06652566,Apartment,6,1,2,2,238.00
42.33716831,-71.07499569,Apartment,3,1,1,1,161.00
42.34442715,-71.06408581,Apartment,2,2,1,1,149.00
42.34335555,-71.06571609,Condominium,5,1,2,5,300.00
42.34437308,-71.06457653,Apartment,6,2,2,3,177.00
42.34414714,-71.0727257,Apartment,2,1,1,1,185.00
42.34278202,-71.07685954,Apartment,4,1,1,1,240.00
42.3423346,-71.07311989,Apartment,2,1,1,1,225.00
42.3383166,-71.07690856,Condominium,2,1.5,1,1,125.00
42.33986229,-71.07766733,Apartment,2,1,1,1,175.00
42.34531492,-71.07496561,Apartment,2,1.5,2,2,150.00
42.34076182,-71.08022288,Apartment,2,1,0,1,122.00
42.34494302,-71.06745954,Apartment,2,1,1,1,125.00
42.33594762,-71.07516589,Bed & Breakfast,2,1,1,1,325.00
42.34685534,-71.07214127,Townhouse,2,1,1,1,170.00
42.34476412,-71.07276299,Condominium,2,1,1,1,160.00
42.34042312,-71.07512874,Apartment,4,1,2,2,199.00
42.33857763,-71.06929004,Apartment,4,1,2,1,160.00
42.34175232,-71.07533351,Apartment,4,1,1,1,200.00
42.34099239,-71.08019689,Apartment,4,1.5,2,2,200.00
42.34529648,-71.07748818,Apartment,2,1,0,1,150.00
42.34124312,-71.06691067,Condominium,2,1,2,2,350.00
42.34494493,-71.07599094,Apartment,2,1,1,1,139.00
42.33825951,-71.07091546,Apartment,2,1,0,1,80.00
42.34507883,-71.0774001,Apartment,4,1,1,2,215.00
42.34522988,-71.07282284,House,2,1,1,1,130.00
42.34643269,-71.07091582,Condominium,2,1,1,1,183.00
42.33936471,-71.07942867,Apartment,8,1,2,2,188.00
42.34344058,-71.07737512,Apartment,2,1,1,1,215.00
42.33538409,-71.07521684,Apartment,2,1,1,1,75.00
42.34310593,-71.06896985,Apartment,1,1,1,1,45.00
42.34606839,-71.07646139,Apartment,2,1,1,1,125.00
42.34663651,-71.07398975,Apartment,4,1,2,2,290.00
42.34450692,-71.07389619,Apartment,2,1,1,1,215.00
42.34403615,-71.07889173,Apartment,2,1,1,1,255.00
42.34197616,-71.08127587,Apartment,2,1,1,1,300.00
42.33477502,-71.07437567,Apartment,2,1,1,1,169.00
42.34535203,-71.07355082,Apartment,1,1,1,1,140.00
42.34045937,-71.08035799,Apartment,5,1,1,1,250.00
42.34418593,-71.07608517,Apartment,2,1,0,1,155.00
42.34414099,-71.07226297,Apartment,2,1,2,1,200.00
42.34036819,-71.08015136,Apartment,2,1.5,1,1,119.00
42.34098695,-71.07972835,Apartment,2,1,1,1,189.00
42.34707085,-71.07246979,Apartment,2,1.5,1,1,250.00
42.34709173,-71.07430619,Apartment,4,1,1,2,254.00
42.34558426,-71.07668644,Apartment,4,1,2,2,225.00
42.34399514,-71.07656684,Apartment,2,1,0,1,137.00
42.34474483,-71.07705984,Apartment,2,1,0,1,146.00
42.34312857,-71.08114079,Apartment,3,1,1,1,199.00
42.34474518,-71.07025686,Apartment,2,1,1,1,190.00
42.34137191,-71.06949575,Apartment,2,1,1,1,249.00
42.34502803,-71.07666327,Apartment,2,1,0,1,150.00
42.34376717,-71.07493705,Apartment,2,1,0,1,106.00
42.34717118,-71.0712974,Apartment,3,1,1,1,200.00
42.34384167,-71.07007469,Apartment,2,1,1,1,99.00
42.34163006,-71.07388633,Apartment,2,1,1,1,139.00
42.34066934,-71.07689917,Apartment,4,1,0,1,175.00
42.34140859,-71.08173066,Condominium,2,2,1,1,200.00
42.34293633,-71.07345338,Apartment,3,2,2,2,450.00
42.34661694,-71.0738766,Apartment,2,1,0,1,165.00
42.33830139,-71.07794455,Apartment,4,2,2,2,250.00
42.33937086,-71.08025759,House,6,2.5,1,3,350.00
42.34191276,-71.07153789,Townhouse,2,1,1,1,295.00
42.33627764,-71.07431077,Apartment,3,1,1,1,199.00
42.33838121,-71.07496369,Bed & Breakfast,2,1,1,1,299.00
42.34555475,-71.06157484,Apartment,4,1,1,2,130.00
42.33982701,-71.07419476,Apartment,3,1,1,1,160.00
42.3403315,-71.0804136,Apartment,4,1,1,2,250.00
42.34592825,-71.07398023,House,4,1,1,2,220.00
42.34364179,-71.07572452,Apartment,2,1,0,1,150.00
42.33813926,-71.07562682,Condominium,5,2.5,2,2,280.00
42.34367971,-71.07700349,Apartment,2,1,0,1,150.00
42.33666004,-71.07502393,Apartment,2,1,1,1,250.00
42.34403664,-71.07639143,Apartment,2,1,1,1,185.00
42.34198708,-71.07970169,Apartment,2,1,1,1,140.00
42.33745064,-71.07636722,Apartment,3,1,1,1,150.00
42.34364881,-71.07912482,Apartment,2,1,0,1,165.00
42.34210897,-71.07940008,Apartment,4,1,1,2,275.00
42.34183606,-71.06475388,Apartment,2,1,1,1,150.00
42.34364187,-71.07690397,Apartment,4,1,2,2,225.00
42.33745978,-71.07462415,Apartment,6,1.5,2,3,235.00
42.34549639,-71.06207974,Condominium,2,1,1,1,189.00
42.34327954,-71.07987038,Apartment,4,1,1,2,215.00
42.34299963,-71.06594437,Apartment,2,1,1,1,90.00
42.3436209,-71.06799258,Apartment,5,1,2,3,250.00
42.3451132,-71.07225421,Apartment,2,1,0,1,195.00
42.34418163,-71.07143716,Apartment,6,2.5,3,3,650.00
42.34549157,-71.07456229,Apartment,3,1,1,2,189.00
42.33659485,-71.07603149,Apartment,2,1.5,1,1,225.00
42.34176323,-71.07539722,Other,1,0,1,1,500.00
42.34594999,-71.07248995,Apartment,4,1,1,1,149.00
42.34526225,-71.0807893,Apartment,4,1,2,2,379.00
42.34864784,-71.08433664,Apartment,4,1.5,1,2,136.00
42.35454321,-71.07345476,Apartment,4,1.5,2,2,359.00
42.34508847,-71.08016534,Apartment,4,2,2,2,299.00
42.35380771,-71.07881419,Apartment,2,1,0,1,110.00
42.35173961,-71.08173352,Apartment,3,1,0,3,170.00
42.35362814,-71.07802599,Apartment,2,1,0,1,130.00
42.34506726,-71.07925507,Apartment,2,1,1,1,259.00
42.35261227,-71.07602728,Apartment,1,1,1,1,100.00
42.34944853,-71.09041786,Condominium,2,2,1,1,99.00
42.34789271,-71.08735027,Condominium,2,1,1,1,175.00
42.34648978,-71.07975897,Apartment,2,1,1,1,289.00
42.34949627,-71.08595385,Apartment,2,1,,1,209.00
42.35046123,-71.08838128,Apartment,1,1,1,1,80.00
42.34447143,-71.08178606,Apartment,6,1,2,2,449.00
42.35411529,-71.07441445,Apartment,2,1,1,1,251.00
42.35031386,-71.07565658,Apartment,1,1,0,1,185.00
42.35397478,-71.07261174,Apartment,2,1,1,1,251.00
42.34609672,-71.07898647,Apartment,4,1,2,2,349.00
42.3552632,-71.0727931,Apartment,6,2,3,3,389.00
42.34810958,-71.08628318,Apartment,6,1,2,2,349.00
42.35428958,-71.07277225,Apartment,4,1,2,2,342.00
42.34689806,-71.08034964,Apartment,2,1,1,1,232.00
42.34997061,-71.08103177,Apartment,5,3.5,3,3,1250.00
42.3481822,-71.09076068,Apartment,4,1,1,1,249.00
42.35252079,-71.08055812,Apartment,1,1,0,1,135.00
42.34506857,-71.08600744,Apartment,4,1,1,2,280.00
42.3504942,-71.08851658,Apartment,8,1,1,4,155.00
42.35361676,-71.07739422,Apartment,2,1,0,1,200.00
42.34880842,-71.08897715,Apartment,4,1,1,1,150.00
42.34964226,-71.08434529,Apartment,4,1,2,2,239.00
42.34323699,-71.08243592,Apartment,3,1,0,1,160.00
42.34961979,-71.07771977,Apartment,2,1,1,1,174.00
42.34892383,-71.08127252,Apartment,2,1,0,0,199.00
42.34923736,-71.08452695,Apartment,5,2,2,2,425.00
42.34922978,-71.08601525,Apartment,4,1,1,2,220.00
42.35047181,-71.08197091,Apartment,2,1,0,1,160.00
42.34936658,-71.08199538,Apartment,2,1,0,0,199.00
42.34950979,-71.0820505,Apartment,2,1,0,1,150.00
42.35082186,-71.08203891,Apartment,2,1,0,1,150.00
42.35030731,-71.08285058,Apartment,2,1,0,1,150.00
42.34761659,-71.08494957,Apartment,7,2,3,3,695.00
42.3452011,-71.07882828,Apartment,2,1,1,1,189.00
42.34935164,-71.08201364,Apartment,2,1,0,1,148.00
42.35286944,-71.08313771,Apartment,2,1,1,1,400.00
42.34529925,-71.08564212,Apartment,2,1,1,1,160.00
42.35289906,-71.08224033,Apartment,6,2,2,3,300.00
42.35005067,-71.08124417,Apartment,4,1,1,1,200.00
42.35042731,-71.08662782,Apartment,5,1,0,2,275.00
42.35255996,-71.08433378,Loft,3,1,0,1,166.00
42.34378679,-71.08138591,Apartment,3,1,0,2,160.00
42.34314092,-71.08156872,Apartment,3,1,0,1,160.00
42.3507776,-71.08352721,Apartment,3,1,1,2,130.00
42.34356914,-71.08194892,Apartment,2,1,1,1,100.00
42.34974875,-71.0785676,Apartment,4,1,1,2,225.00
42.34676222,-71.07995066,Apartment,5,1.5,2,3,363.00
42.34877176,-71.08423396,Apartment,2,1.5,1,1,105.00
42.34402837,-71.08292014,Apartment,2,1,1,1,185.00
42.35262417,-71.08051384,Apartment,2,1,0,1,175.00
42.35361439,-71.07957868,Apartment,3,1,1,1,175.00
42.34512279,-71.08267393,Apartment,1,1,1,1,80.00
42.34593605,-71.07970465,Apartment,3,3,1,1,219.00
42.34640824,-71.07983771,Apartment,3,1,1,1,219.00
42.34216345,-71.08295567,Apartment,2,1,1,1,110.00
42.34954061,-71.07848716,Condominium,4,1,1,2,289.00
42.34830823,-71.08225851,Apartment,6,1.5,2,4,350.00
42.34731098,-71.07505285,Apartment,3,1,1,2,199.00
42.34519101,-71.07939374,Apartment,5,2,2,3,232.00
42.34230868,-71.08279043,Apartment,2,1,1,1,180.00
42.35031514,-71.08681016,Condominium,4,1,1,2,189.00
42.34318534,-71.08269225,Apartment,3,1,1,1,165.00
42.34853201,-71.08413591,Apartment,3,1,2,1,165.00
42.34563654,-71.08067154,Apartment,5,1,2,2,375.00
42.34612044,-71.07858822,Apartment,5,2,2,3,298.00
42.34671047,-71.07770713,Apartment,5,2,2,2,319.00
42.35041869,-71.08200914,Apartment,4,1,1,2,245.00
42.34596644,-71.07829728,Apartment,5,1.5,2,3,363.00
42.34817646,-71.08654983,Apartment,2,1,1,1,259.00
42.34659833,-71.08012319,Apartment,5,2,2,3,276.00
42.35376288,-71.07423911,Apartment,4,1.5,2,2,359.00
42.34594764,-71.08194282,Apartment,2,1,1,1,259.00
42.34972969,-71.08792364,Condominium,2,1,0,1,165.00
42.34934985,-71.08248801,,2,1,0,1,199.00
42.34599132,-71.07985901,Apartment,2,1,1,1,479.00
42.35235047,-71.08108186,Apartment,2,1,1,1,135.00
42.3464393,-71.07919862,Apartment,5,2,2,2,319.00
42.34880659,-71.08428372,Apartment,1,1,1,1,107.00
42.35329571,-71.07778637,Condominium,3,1,0,2,150.00
42.34862912,-71.08561477,Apartment,3,1,1,1,300.00
42.35074445,-71.08783569,Apartment,5,1,1,2,285.00
42.35391159,-71.0744373,Apartment,2,1,0,1,195.00
42.34327133,-71.0812668,Apartment,4,1.5,2,2,385.00
42.3522467,-71.08110196,Apartment,3,1,0,1,110.00
42.35175205,-71.08704749,Apartment,1,1,0,1,105.00
42.35029419,-71.08607153,Apartment,2,1,1,1,120.00
42.34841553,-71.08534242,Apartment,3,1,1,1,163.00
42.35292394,-71.08080355,Apartment,2,1.5,1,1,275.00
42.34453455,-71.07980385,Apartment,3,1,1,2,298.00
42.35150365,-71.08710415,Apartment,5,1,1,2,225.00
42.35355892,-71.07409799,Apartment,4,1,2,3,450.00
42.34668655,-71.07918967,Apartment,5,2,2,2,319.00
42.35081829,-71.08802692,Apartment,2,1,1,1,175.00
42.34654267,-71.07853072,Apartment,4,1.5,2,2,299.00
42.35392229,-71.07645347,Apartment,2,1,0,1,165.00
42.35121527,-71.083148,Apartment,2,1,0,1,250.00
42.35323745,-71.07939585,Apartment,2,1,1,1,99.00
42.34889162,-71.08240563,Apartment,2,1,1,1,209.00
42.34865396,-71.08675316,Condominium,2,1,1,1,250.00
42.35503448,-71.07373644,Apartment,8,2,3,3,330.00
42.35366907,-71.07410718,Apartment,2,1,1,1,150.00
42.34796211,-71.08409779,Apartment,2,1,1,1,139.00
42.34514083,-71.08102884,Apartment,3,1,1,1,200.00
42.35159198,-71.08239647,Apartment,3,1,1,1,249.00
42.34932837,-71.08485519,Apartment,4,1,1,2,300.00
42.34935037,-71.08968698,Apartment,7,1,1,3,105.00
42.34500464,-71.0795532,Apartment,5,2,2,3,363.00
42.34272615,-71.08235023,Apartment,4,2,2,2,464.00
42.35335666,-71.08157617,Apartment,2,1,0,1,97.00
42.35329247,-71.07697309,Condominium,3,1,1,1,250.00
42.35382533,-71.0767136,Apartment,2,1,0,1,150.00
42.35202394,-71.08469115,Apartment,2,1,1,1,151.00
42.35459065,-71.07238092,Apartment,6,3,3,3,399.00
42.34908473,-71.08232079,Apartment,2,1,1,1,210.00
42.34613197,-71.07942554,Apartment,2,1,1,1,207.00
42.34549452,-71.07909621,Apartment,6,1,2,3,315.00
42.35176713,-71.08765359,Apartment,2,1,0,1,105.00
42.34845343,-71.08747776,Apartment,2,1,1,1,190.00
42.34863087,-71.08525712,Apartment,2,1,,1,209.00
42.34388019,-71.08399516,Apartment,2,1,0,1,145.00
42.34782624,-71.08707703,Apartment,1,1,1,1,200.00
42.35217874,-71.08103039,Apartment,3,1,1,1,450.00
42.35385965,-71.07529441,Condominium,2,1,0,1,170.00
42.3516263,-71.07774054,Apartment,4,1,2,2,329.00
42.34676465,-71.07835282,Apartment,4,1,2,2,297.00
42.34631972,-71.0780735,Apartment,2,1,1,1,349.00
42.35257974,-71.07879094,Condominium,4,1,1,1,200.00
42.3543278,-71.07352114,Apartment,6,1.5,3,3,451.00
42.34926182,-71.08440122,Apartment,2,1,1,1,179.00
42.35265217,-71.07565296,Apartment,2,1,1,1,150.00
42.34945745,-71.08880545,Apartment,4,1,0,2,139.00
42.35481432,-71.07465235,Apartment,6,1,2,2,174.00
42.3476909,-71.07338204,Apartment,2,1,1,1,196.00
42.35046437,-71.08893992,Apartment,2,1,0,1,150.00
42.35142967,-71.07438802,Apartment,2,1,1,2,189.00
42.34501592,-71.08030238,House,1,1,1,1,120.00
42.34955217,-71.09002974,Apartment,4,1.5,1,2,250.00
42.35066562,-71.07915282,Apartment,3,1,1,2,200.00
42.35510227,-71.07316777,Apartment,2,1,1,1,229.00
42.34327095,-71.08371101,Apartment,2,1,1,1,175.00
42.351433,-71.08808722,Apartment,2,1,1,1,200.00
42.34834452,-71.08620418,Apartment,2,1,1,1,249.00
42.3459211,-71.08156524,Apartment,2,1.5,1,1,97.00
42.35106608,-71.08031619,Apartment,2,1,1,1,250.00
42.34959777,-71.08934623,Apartment,2,1.5,1,1,102.00
42.35084357,-71.08636652,Apartment,3,1,1,1,200.00
42.35225242,-71.07175693,Apartment,2,1,0,1,200.00
42.35212987,-71.07812938,Apartment,3,1,0,1,170.00
42.35130574,-71.08268034,Apartment,2,1,1,1,205.00
42.35227774,-71.08285934,Apartment,4,1,1,2,220.00
42.35219597,-71.0788546,Apartment,2,1,0,1,225.00
42.35125745,-71.08435199,Apartment,6,2,2,3,975.00
