latitude,longitude,property_type,accommodates,bathrooms,bedrooms,beds,price
42.33388414,-71.10040465,Apartment,3,1,1,1,169.00
42.32907475,-71.10342383,Apartment,5,1,2,4,150.00
42.33323018,-71.10181101,House,1,1,1,1,50.00
42.33102371,-71.09853909,Apartment,1,1,1,1,20.00
42.33160987,-71.11137609,Apartment,1,1,1,1,56.00
42.33175609,-71.10749842,Loft,3,1,1,2,140.00
42.32939204,-71.10981426,Apartment,2,1,1,1,88.00
42.33435513,-71.10298914,House,1,1,1,1,50.00
42.32918402,-71.10061942,House,2,1,1,1,74.00
42.33059892,-71.09725003,Apartment,2,1,1,1,42.00
42.33483333,-71.10146656,Apartment,5,2,2,2,199.00
42.33424188,-71.09798769,Apartment,1,1,1,3,40.00
42.33384311,-71.1018177,Apartment,3,1,1,1,169.00
42.33291209,-71.10243171,Apartment,5,2,2,2,319.00
42.32813376,-71.10714859,Condominium,2,1,1,1,80.00
42.3278022,-71.10563134,House,1,1,1,1,50.00
42.33000599,-71.11276647,Apartment,3,1.5,1,1,103.00
42.33470992,-71.10650473,House,2,1,1,1,100.00
42.32849574,-71.10903339,Loft,4,2,2,3,160.00
42.33048287,-71.10650653,Apartment,1,1,1,1,42.00
42.33402886,-71.10193052,Apartment,3,1,1,1,169.00
42.3303552,-71.10296324,House,2,1,1,1,89.00
42.33282354,-71.10280316,Apartment,3,1,1,1,199.00
42.32935032,-71.10389405,Apartment,4,1,2,2,150.00
42.32726918,-71.09800593,Loft,4,1,2,1,200.00
42.33142677,-71.11113176,Apartment,3,2,1,2,99.00
42.33307155,-71.10128559,Apartment,1,1,1,,99.00
42.33404488,-71.10287797,Apartment,5,1,2,3,272.00
42.33312217,-71.10238263,House,1,1,1,1,85.00
42.33194159,-71.10207876,House,2,1,1,1,70.00
42.33087019,-71.104366,Apartment,2,1,1,1,100.00
42.33185849,-71.11195581,Apartment,4,1,1,2,109.00
42.3335419,-71.10021748,Apartment,2,1.5,1,1,80.00
42.33196611,-71.10327372,House,1,2,1,1,79.00
42.33380384,-71.0961717,Apartment,1,1,1,1,28.00
42.32843927,-71.09790691,Apartment,2,1,0,2,55.00
42.33441954,-71.10268933,Apartment,2,1,1,1,110.00
42.33296598,-71.11066827,Apartment,1,1,1,1,40.00
42.32766481,-71.09896306,Loft,2,1,1,1,90.00
42.33475109,-71.09627418,Apartment,2,1,1,1,80.00
42.33024144,-71.10468773,House,2,2,1,1,74.00
42.33426742,-71.10652942,Apartment,2,1,1,1,100.00
42.33202795,-71.10022476,Apartment,2,1,1,1,130.00
42.33316485,-71.10132466,Apartment,3,1,1,2,215.00
42.3335418,-71.10146831,Apartment,4,1.5,2,2,349.00
42.33347418,-71.10016481,Apartment,4,1,1,2,246.00
42.33008157,-71.10310101,Apartment,4,1,2,3,150.00
42.33070274,-71.09999868,Apartment,3,1,1,2,45.00
42.33068877,-71.09877611,Apartment,4,1,1,1,100.00
42.33091895,-71.10873629,Apartment,3,1,1,3,130.00
42.33454903,-71.10296058,Apartment,1,1,1,1,60.00
42.3337525,-71.10654012,Apartment,2,1,1,1,175.00
42.33370382,-71.10145426,Apartment,3,1,1,2,246.00
42.33886861,-71.10709964,Condominium,1,1,1,1,84.00
42.33938279,-71.10017235,Apartment,4,1,0,2,149.00
42.34262002,-71.1036275,Apartment,2,1,1,2,75.00
42.33902001,-71.10664093,Apartment,1,1,1,1,84.00
42.34213478,-71.10702671,Condominium,4,1,2,2,100.00
42.34930062,-71.06897967,Apartment,4,1,1,1,165.00
42.34850866,-71.0692901,Guesthouse,4,1,2,2,289.00
42.34931995,-71.06682139,Condominium,4,1,0,2,170.00
42.34918044,-71.06874937,Apartment,2,1,1,1,247.00
42.34883381,-71.06896546,House,5,2.5,2,3,500.00
42.34823708,-71.06851742,Condominium,2,1,1,1,139.00
42.34925133,-71.06899058,Apartment,4,1,1,1,165.00
42.34953235,-71.06944196,Townhouse,4,2.5,2,2,500.00
42.34873143,-71.06831684,Apartment,3,1,1,1,350.00
42.34958554,-71.06757506,House,5,2.5,2,4,500.00
42.34847511,-71.07040673,Apartment,6,1,2,2,188.00
42.34839952,-71.06802704,Apartment,4,2,2,2,400.00
42.34889358,-71.06849711,Apartment,3,1,1,2,180.00
42.34900385,-71.06887726,Apartment,4,1.5,3,2,375.00
42.34880685,-71.06812836,Bed & Breakfast,2,2,1,1,99.00
42.35001666,-71.06773808,Apartment,2,1,1,1,170.00
42.3501538,-71.06793079,Apartment,2,1,1,1,125.00
42.34971349,-71.06985266,Apartment,3,1,1,1,129.00
42.34897813,-71.06782459,Apartment,2,1,1,1,90.00
42.35046584,-71.06709323,House,4,1,2,2,299.00
42.34922068,-71.06691408,Apartment,4,1,2,2,225.00
42.34990067,-71.06960021,House,5,2.5,2,4,500.00
42.34845572,-71.06810029,House,5,2.5,2,4,500.00
42.35035899,-71.06779349,Bed & Breakfast,2,2,1,1,99.00
42.35041683,-71.0578945,Apartment,2,1,1,2,245.00
42.35132195,-71.05765499,Condominium,4,1,2,3,390.00
42.35144812,-71.05866959,Apartment,2,1,1,1,159.00
42.35125052,-71.05893025,Condominium,4,2,2,2,295.00
42.35176573,-71.05704918,Condominium,2,1,1,1,179.00
42.35194005,-71.06007651,Apartment,4,2,2,2,399.00
42.35192902,-71.05950779,Apartment,3,1,1,1,219.00
42.35198197,-71.05960861,Apartment,2,1,1,1,289.00
42.35121466,-71.05937481,Apartment,3,1,1,1,219.00
42.34867607,-71.06124333,Apartment,4,1,2,3,295.00
42.35126667,-71.06190274,Loft,4,1,2,2,259.00
42.34898804,-71.06049315,Apartment,3,1,1,1,185.00
42.35124444,-71.06197822,Loft,4,1,2,2,269.00
42.34884036,-71.06383871,Apartment,4,1,0,2,109.00
42.3481647,-71.05974391,Apartment,4,1,2,3,295.00
42.35163838,-71.06214807,Apartment,5,2,2,3,389.00
42.34754059,-71.06021713,Apartment,4,1,2,2,215.00
42.34889347,-71.05996426,Apartment,8,2,4,6,375.00
42.35067613,-71.06137718,Apartment,4,1,1,2,270.00
42.35152667,-71.06000351,Apartment,5,2,2,3,285.00
42.35055216,-71.06168614,Apartment,6,1,2,2,296.00
42.35071129,-71.06274876,Apartment,3,1.5,1,2,80.00
42.35114556,-71.05989022,Apartment,3,1,1,1,219.00
42.35029726,-71.06231125,Loft,2,1,0,1,120.00
42.34961171,-71.06062286,Apartment,4,1,2,2,209.00
42.35171502,-71.05971001,Apartment,5,2,2,2,399.00
42.34955504,-71.06188093,Apartment,2,2,1,1,159.00
42.34839979,-71.06227731,Apartment,3,1,0,2,125.00
42.3492485,-71.06182315,Apartment,2,1,1,1,80.00
42.35241722,-71.06161905,Apartment,5,2,2,2,299.00
42.35223468,-71.06228898,Apartment,1,1,1,1,100.00
42.34882974,-71.05990613,Apartment,4,1,1,2,229.00
42.34939321,-71.06263704,Condominium,8,1,3,4,383.00
42.34859634,-71.0627602,Apartment,4,1,1,2,149.00
42.35008236,-71.05978021,Apartment,3,1,1,1,250.00
42.35219725,-71.0619951,Apartment,2,1,1,1,349.00
42.35080071,-71.06169059,Apartment,5,2,2,2,199.00
42.35227738,-71.06168847,Apartment,3,1,1,1,169.00
42.35231485,-71.06153922,Apartment,2,1,1,1,300.00
42.35160596,-71.06154627,Apartment,3,1,1,1,169.00
42.35064189,-71.06291038,Apartment,3,1,1,1,349.00
42.3513419,-71.06049158,Apartment,5,2,2,2,319.00
42.34966513,-71.06219521,Apartment,1,1,1,1,100.00
42.34748332,-71.06079649,Apartment,4,2,2,2,179.00
42.35042528,-71.05969261,Apartment,5,2,2,3,289.00
42.35077142,-71.060726,Apartment,3,1,0,1,209.00
42.35132189,-71.06269214,Apartment,5,2,2,2,199.00
42.35105901,-71.06289157,Apartment,3,1,2,1,319.00
42.34942448,-71.06341297,Apartment,4,1,1,1,135.00
42.35125462,-71.06124548,Apartment,3,1,1,1,169.00
42.34846893,-71.0602084,Apartment,2,1,1,1,95.00
42.34973382,-71.06052321,Apartment,5,2,2,2,319.00
42.35232216,-71.06202555,Apartment,3,1,1,1,169.00
42.34709918,-71.06269808,Apartment,4,1,1,1,287.00
42.35094857,-71.06111384,Apartment,3,1,1,1,219.00
42.34953273,-71.06073078,Apartment,3,1,1,1,219.00
42.35094639,-71.06213033,Apartment,5,2,2,2,199.00
42.34864828,-71.06012876,Apartment,2,1,1,1,95.00
42.34952368,-71.0597264,Apartment,3,1,1,1,219.00
42.35156674,-71.05930806,Apartment,3,1,1,1,242.00
42.35158128,-71.06172714,Apartment,5,2,2,3,389.00
42.35206849,-71.06194463,Apartment,3,1,1,1,169.00
42.35101552,-71.06290707,Apartment,5,2,2,2,199.00
42.35182861,-71.05934182,Apartment,2,2,2,2,361.00
42.3510316,-71.06278887,Apartment,3,1,1,1,225.00
42.35180091,-71.06135144,Apartment,6,1,2,2,255.00
42.35074235,-71.06273126,Apartment,7,2,3,3,119.00
42.3517004,-71.06016254,Apartment,3,1,1,1,219.00
42.35019448,-71.06205569,Loft,4,1,2,2,299.00
42.35240764,-71.06139662,Apartment,5,2,2,2,119.00
42.34989023,-71.06067687,Apartment,3,1,1,2,199.00
42.3509297,-71.05977196,Apartment,5,2,2,2,319.00
42.34811636,-71.06165024,Apartment,2,1,1,1,93.00
42.35054645,-71.06060285,Apartment,3,1,1,2,199.00
42.35090795,-71.06197529,Apartment,5,2,2,2,299.00
42.35072286,-71.06293733,Apartment,4,2,2,2,349.00
42.36622619,-71.05225031,Condominium,1,1,1,2,275.00
42.36502857,-71.05216157,Apartment,4,2,2,4,299.00
42.36398159,-71.05030896,Boat,10,2,3,6,375.00
42.36609014,-71.05255465,Apartment,4,1,1,2,140.00
42.36442861,-71.05601662,Apartment,1,,1,1,35.00
42.36468987,-71.05291981,Apartment,2,1,1,1,159.00
42.36662093,-71.05543429,Apartment,1,1,1,1,84.00
42.36702083,-71.05420897,Apartment,1,1,1,1,100.00
42.36567957,-71.05666097,Apartment,4,1,2,2,125.00
42.36399221,-71.05488133,Condominium,2,1,1,1,150.00
42.36662779,-71.05450943,Apartment,1,1,1,1,79.00
42.36784682,-71.05300114,Apartment,6,1,2,2,320.00
42.36646544,-71.05375656,Apartment,2,1,1,2,180.00
42.36732588,-71.0547801,Apartment,3,1,0,1,150.00
42.36561867,-71.05697669,Apartment,3,1,1,2,125.00
42.36638188,-71.05587868,Apartment,2,1,1,1,145.00
42.36722286,-71.05736033,Apartment,2,1,1,1,125.00
42.36863499,-71.05699527,House,2,1,1,1,171.00
42.36782034,-71.05324155,Apartment,4,1.5,2,2,285.00
42.36286159,-71.05569932,Apartment,5,2,2,2,400.00
42.36301277,-71.05176378,Apartment,4,1,2,2,400.00
42.36454385,-71.05326897,Apartment,3,1,1,2,210.00
42.36543143,-71.05735141,Apartment,8,1.5,1,5,350.00
42.36424351,-71.05617538,Apartment,3,1,2,1,182.00
42.36591852,-71.05314191,Apartment,2,1,1,1,200.00
42.36592932,-71.05660255,Apartment,5,1,2,2,260.00
42.36520055,-71.05823467,Apartment,2,1,1,1,200.00
42.36102239,-71.05276753,Apartment,2,1,1,2,150.00
42.36707114,-71.05364659,Apartment,2,1,0,1,120.00
42.36555257,-71.05081602,Apartment,3,1,1,1,102.00
42.3686825,-71.05430826,Apartment,2,1,0,1,210.00
42.3639614,-71.05462384,Apartment,3,1,1,2,159.00
42.36666014,-71.05209407,House,4,1,1,3,120.00
42.36365227,-71.05123941,Boat,6,2,2,4,425.00
42.3637822,-71.05564322,Apartment,3,1,1,2,150.00
42.36728035,-71.05512961,Apartment,4,1,1,1,149.00
42.3652984,-71.05467505,Apartment,2,1,0,1,115.00
42.36486693,-71.05769065,Apartment,2,1,0,1,150.00
42.36475173,-71.05228017,Apartment,8,3,3,5,399.00
42.36492962,-71.05645065,Apartment,4,1,2,2,220.00
42.36666039,-71.05315578,House,2,1,1,1,110.00
42.36639331,-71.05536891,Apartment,2,1,1,1,125.00
42.36523984,-71.05213405,Apartment,4,1,2,2,310.00
42.3642099,-71.05407738,Apartment,3,1,1,1,160.00
42.36574,-71.05541507,Apartment,2,1,1,1,559.00
42.36578313,-71.05337556,Apartment,4,1,1,2,175.00
42.36573322,-71.05535836,Apartment,4,1,1,1,159.00
42.3639776,-71.04953483,Boat,5,1.5,2,4,190.00
42.36430462,-71.05616674,Apartment,4,1,1,2,165.00
42.36684601,-71.05118641,Apartment,6,1,2,3,195.00
42.36566299,-71.0513054,Apartment,4,1,2,2,195.00
42.36296395,-71.05608132,Apartment,4,1,2,2,300.00
42.36573204,-71.05300053,Apartment,3,1,1,2,135.00
42.36758116,-71.05611278,Apartment,2,1,1,1,125.00
42.36692408,-71.05607592,Apartment,2,1,1,1,125.00
42.3623512,-71.05150191,Boat,4,1,2,3,212.00
42.3644482,-71.05756044,Apartment,2,1,2,2,200.00
42.36378841,-71.05502676,Condominium,6,1.5,2,3,425.00
42.36515137,-71.0567922,Condominium,2,1,1,1,180.00
42.36576276,-71.05735612,Apartment,2,1,1,1,165.00
42.36620466,-71.05523086,Apartment,2,1,1,1,120.00
42.36336525,-71.05482188,Apartment,3,1,2,2,250.00
42.3632182,-71.05144793,Apartment,4,2,2,2,129.00
42.36362341,-71.05496967,Apartment,2,1,1,1,80.00
42.36616888,-71.05040049,Apartment,5,1,2,2,160.00
42.36546883,-71.05196445,Apartment,2,1,1,1,145.00
42.36473524,-71.0541282,Apartment,3,1,1,1,131.00
42.36345602,-71.05720717,Condominium,3,1,1,2,150.00
42.36366048,-71.05023194,Boat,6,2,2,2,250.00
42.36631361,-71.05797831,Apartment,9,1,3,4,200.00
42.3618829,-71.05296259,Apartment,4,1,2,2,200.00
42.36570948,-71.05560298,Apartment,2,1,1,1,125.00
42.36565754,-71.05588173,Loft,2,1,1,1,250.00
42.36182818,-71.05248304,Apartment,3,1,1,1,250.00
42.36509661,-71.053646,Apartment,5,1,1,4,109.00
42.36381373,-71.05159627,Apartment,4,1,2,2,180.00
42.36677261,-71.05759193,Apartment,6,1,2,3,245.00
42.36595644,-71.0526821,Apartment,2,1,1,1,249.00
42.36796047,-71.05572927,Apartment,2,1,1,1,135.00
42.36303226,-71.05088801,Apartment,4,1,1,4,300.00
42.36153167,-71.05373015,Apartment,2,1,1,1,103.00
42.36591325,-71.05431663,Apartment,2,1,1,1,120.00
42.36342827,-71.05527287,Apartment,4,1,1,2,250.00
42.36539015,-71.05438197,House,5,1,1,1,69.00
42.36853097,-71.05362605,Apartment,4,1,1,2,125.00
42.36508624,-71.05815722,Apartment,2,1,1,1,225.00
42.36509127,-71.05552534,Loft,2,1,1,1,240.00
42.36312956,-71.05315937,Apartment,3,1,1,1,180.00
42.36641028,-71.05534202,Apartment,3,1,0,1,200.00
42.36785467,-71.05556522,Apartment,2,1,1,1,60.00
42.36638428,-71.05704197,Apartment,4,1.5,2,2,200.00
42.36610197,-71.05192081,Apartment,4,1,2,2,315.00
42.36614827,-71.05257865,Apartment,4,1,2,2,380.00
42.36758549,-71.05630475,Apartment,4,1,2,2,220.00
42.36572429,-71.05838781,Apartment,4,2,2,3,180.00
42.36652442,-71.05213169,Apartment,2,1,1,1,140.00
42.36608244,-71.0527806,Apartment,2,1,1,1,180.00
42.36735877,-71.05565368,Apartment,2,1,1,1,200.00
42.36354716,-71.051228,House,6,1,2,3,239.00
42.36724256,-71.05833409,Condominium,6,1.5,2,3,425.00
42.36503183,-71.05098528,Apartment,4,1,1,1,199.00
42.36264154,-71.05407781,Apartment,6,2,2,3,600.00
42.3680939,-71.05671598,Apartment,2,1,1,1,175.00
42.36542863,-71.05218805,Apartment,6,1,3,3,175.00
42.36388432,-71.05764937,Apartment,2,1,0,1,250.00
42.3646728,-71.05575618,Condominium,6,1,2,4,225.00
42.36858099,-71.05358771,Apartment,6,1,2,2,325.00
42.36429253,-71.05452105,Apartment,4,1,1,1,175.00
42.36564449,-71.05537143,Apartment,2,1,1,1,179.00
42.36484712,-71.05233441,Apartment,3,1,1,1,99.00
42.36686168,-71.05786188,Apartment,2,1,0,2,165.00
42.36539334,-71.05534797,Apartment,2,2,1,2,290.00
42.3639471,-71.05121359,Apartment,2,1,1,1,130.00
42.36665816,-71.0519285,Apartment,6,1,2,4,179.00
42.36624242,-71.05262024,Apartment,2,1,1,1,95.00
42.36541468,-71.05610958,Apartment,4,1,1,2,152.00
42.36262873,-71.05373335,Apartment,3,1,1,2,200.00
42.36570748,-71.05770806,Apartment,2,1,1,1,130.00
42.3653753,-71.05716529,Townhouse,4,1.5,1,4,175.00
42.36381158,-71.05342285,Apartment,4,1,2,3,139.00
42.36516569,-71.05694392,Apartment,4,2,2,2,255.00
42.36390464,-71.05755214,Apartment,4,2,2,2,345.00
42.36652295,-71.05679192,Apartment,1,2,1,1,50.00
42.36388748,-71.05199169,Apartment,4,1,2,3,119.00
42.36400448,-71.05372207,Apartment,4,1,1,1,135.00
42.36495523,-71.05719316,Apartment,4,1,2,2,200.00
42.36508294,-71.05560961,Apartment,2,1,1,1,275.00
42.36395429,-71.0515869,Apartment,4,1,2,3,139.00
42.36518961,-71.05536089,Apartment,4,1,2,4,199.00
42.36482415,-71.05370724,Apartment,2,,1,,99.00
42.36632685,-71.05434377,Apartment,2,1,1,1,135.00
42.36484714,-71.05300914,Apartment,1,1,1,1,72.00
42.36253938,-71.05372693,Apartment,6,1,2,1,45.00
42.36666891,-71.05642985,Apartment,5,1,2,3,200.00
42.36555489,-71.05452259,Condominium,2,1,1,1,175.00
42.36440845,-71.05784259,Apartment,2,1,1,1,175.00
42.36617916,-71.05433136,Apartment,2,1,1,1,200.00
42.36381525,-71.0527796,Apartment,4,1,1,1,195.00
42.36258546,-71.0556549,Apartment,4,1,1,2,235.00
42.36401225,-71.05681068,Apartment,3,1,1,2,195.00
42.36425947,-71.05590351,Loft,2,1,1,1,150.00
42.36361503,-71.05375512,Apartment,4,1,1,2,235.00
42.36515136,-71.0557107,Apartment,4,1,2,2,185.00
42.31626447,-71.09222252,Apartment,1,1.5,1,1,35.00
42.32457935,-71.08963859,Condominium,3,1,1,1,139.00
42.33021363,-71.0923242,Apartment,2,1,1,1,145.00
42.32554316,-71.09757057,House,2,1,1,1,79.00
42.33529262,-71.08686083,Apartment,6,1,3,3,209.00
42.32999836,-71.09480356,House,2,2,1,1,99.00
42.32725296,-71.07558887,House,2,2.5,1,1,90.00
42.32753475,-71.0829535,House,5,1,1,2,79.00
42.325872,-71.07755316,House,1,1,1,1,22.00
42.32599705,-71.0787737,Apartment,2,1.5,1,1,41.00
42.32172827,-71.07460812,House,2,1,1,2,100.00
42.3298085,-71.09559469,House,2,1,1,1,145.00
42.33631543,-71.0843746,Apartment,2,1,1,1,132.00
42.32656999,-71.08279766,Bed & Breakfast,2,1,1,2,65.00
42.34000152,-71.08129895,Apartment,4,1,1,2,167.00
42.3332953,-71.07815404,Condominium,1,1.5,1,1,75.00
42.32685152,-71.09354562,Apartment,2,2,1,1,80.00
42.33778383,-71.07967634,Apartment,6,1,2,3,265.00
42.3382399,-71.08171734,Apartment,4,1,1,2,150.00
42.32561122,-71.08131716,House,2,1,1,1,59.00
42.32819244,-71.09404877,House,2,1,1,1,165.00
42.32106314,-71.07531901,Entire Floor,2,1,1,2,100.00
42.32852348,-71.09539244,Apartment,4,1,1,1,195.00
42.33903881,-71.0810442,Apartment,6,1,2,2,275.00
42.3386258,-71.0833152,Apartment,2,1,1,1,1400.00
42.33032267,-71.08009632,Apartment,5,1,2,2,225.00
42.32807881,-71.09619934,Apartment,4,1,0,1,109.00
42.32642042,-71.09013271,Apartment,1,1,1,1,85.00
42.32496967,-71.08948888,Apartment,1,1,1,1,75.00
42.32678672,-71.07701299,House,2,1,1,1,75.00
42.31643567,-71.09391225,House,1,2,1,1,65.00
42.33814027,-71.08000806,Apartment,4,,1,1,167.00
42.3290909,-71.0945725,Apartment,4,1,1,2,159.00
42.34077279,-71.08217537,Apartment,2,1,0,1,190.00
42.33690762,-71.0774773,Apartment,2,1,1,1,95.00
42.33539829,-71.08259403,Apartment,2,1,1,1,65.00
42.32955197,-71.09324127,House,2,2,1,2,99.00
42.33909994,-71.08055574,Apartment,4,1,2,2,148.00
42.32952729,-71.09198969,Apartment,2,1,1,1,135.00
42.33423601,-71.07488605,Condominium,2,1,1,2,100.00
42.33588188,-71.08310262,Apartment,2,1,1,1,65.00
42.33157602,-71.09334761,Condominium,4,1,1,2,140.00
42.32552766,-71.09404138,Apartment,14,2,3,9,536.00
42.32954061,-71.09312837,House,2,2,1,1,99.00
42.33418301,-71.08132919,Apartment,2,1,1,1,135.00
42.32295992,-71.06985375,House,4,1,1,2,89.00
42.31740245,-71.073612,Apartment,2,1,1,1,100.00
42.32584185,-71.0892685,Apartment,1,1,1,1,75.00
42.3246478,-71.0886937,Apartment,2,0,1,1,90.00
42.34022256,-71.08298071,Apartment,2,1,0,1,94.00
42.33000609,-71.09193884,Apartment,2,1,1,1,125.00
42.32103677,-71.07457879,Bed & Breakfast,2,,1,,60.00
42.3301821,-71.09337406,House,2,2,1,2,99.00
42.33473045,-71.0769275,Apartment,4,1,0,2,100.00
42.33040617,-71.08009649,Apartment,2,1,1,1,92.00
42.32509557,-71.09621957,Apartment,4,1,1,1,100.00
42.31876982,-71.07760194,House,2,,1,,60.00
42.33031844,-71.09405535,Apartment,4,1,0,2,170.00
42.31633899,-71.07923884,Apartment,1,1,1,1,33.00
42.32535455,-71.08133427,Apartment,2,1,1,1,75.00
42.33891849,-71.08396839,Apartment,1,1,1,1,52.00
42.32634611,-71.06907965,House,1,1,1,1,78.00
42.33713489,-71.08381332,Apartment,8,2,3,5,350.00
42.32559243,-71.09739571,Apartment,8,1,3,4,236.00
42.33832831,-71.08132466,Apartment,7,2,3,3,330.00
42.33767173,-71.08033835,Apartment,6,2,3,3,300.00
42.32584885,-71.09636804,House,2,1,1,1,60.00
42.32333473,-71.09584194,House,4,1,2,2,150.00
42.3377711,-71.08090101,Townhouse,2,1,1,1,83.00
42.3261082,-71.08181295,Bed & Breakfast,4,1,1,1,65.00
42.31391431,-71.09274009,Apartment,2,1,1,2,55.00
42.32446332,-71.08605944,House,6,1,2,2,120.00
42.32392155,-71.07958213,Apartment,6,1,2,5,120.00
42.31111498,-71.08654091,House,10,3.5,3,5,450.00
42.31610827,-71.07411924,Apartment,1,1,1,1,90.00
42.32479604,-71.09341289,House,8,3.5,3,4,350.00
42.31768371,-71.08876226,Apartment,2,1,1,1,45.00
42.32527568,-71.08100201,Apartment,8,1,2,2,179.00
42.3396214,-71.08188076,Apartment,2,1,1,1,130.00
42.31434404,-71.0735016,House,2,1,1,1,60.00
42.3128902,-71.08315548,House,2,1,0,1,110.00
42.324039,-71.07999509,House,2,0.5,1,1,75.00
42.32923125,-71.07975836,House,2,1.5,1,3,120.00
42.33351967,-71.07427293,Apartment,2,1,1,1,60.00
42.32770254,-71.09341583,Apartment,1,2,1,1,55.00
42.30956345,-71.0870909,House,1,1.5,1,1,49.00
42.32994061,-71.09350511,Apartment,4,1,1,2,195.00
42.32738352,-71.09471433,Apartment,2,1,1,1,114.00
42.33979347,-71.08226443,Apartment,2,1,1,1,75.00
42.33975941,-71.08193843,House,2,1,1,1,150.00
42.3364863,-71.08647876,Apartment,4,1,2,2,209.00
42.31645798,-71.07951953,Apartment,1,1,1,1,39.00
42.32953005,-71.09275135,Apartment,2,1,1,1,95.00
42.31133579,-71.08512821,House,8,2,3,8,450.00
42.32118869,-71.0750104,House,2,1,1,2,64.00
42.32555276,-71.08705705,Apartment,10,1.5,3,4,269.00
42.32404973,-71.0906873,Apartment,6,1.5,3,3,250.00
42.32672769,-71.09283128,Apartment,4,1.5,1,3,120.00
42.33638943,-71.08660455,Apartment,4,1,2,2,229.00
42.32827182,-71.09443188,Apartment,4,1,0,2,175.00
42.32701652,-71.08146902,House,2,1,1,1,70.00
42.33684717,-71.0868307,Apartment,4,1,2,2,169.00
42.32158165,-71.09047218,House,10,2,4,6,150.00
42.3324838,-71.07235984,House,3,2,1,3,75.00
42.33565944,-71.0852038,Apartment,6,1,3,3,229.00
42.33851671,-71.07949731,House,6,1,2,3,450.00
42.33103846,-71.09455874,House,2,2,1,1,99.00
42.33087831,-71.09298435,House,1,2,1,1,99.00
42.33646144,-71.08270026,House,6,2,2,3,250.00
42.32821308,-71.09265012,Apartment,1,1,1,1,92.00
42.29711641,-71.09248295,Loft,2,1,1,1,99.00
42.32943011,-71.09307508,Apartment,2,1,1,1,125.00
42.32614221,-71.08840448,Apartment,2,1,1,1,85.00
42.31781669,-71.09135484,Apartment,1,1.5,1,1,35.00
42.32945376,-71.09308986,Townhouse,2,1,1,1,90.00
42.31076766,-71.08626931,Apartment,10,3.5,0,3,450.00
42.32460041,-71.09799858,Apartment,1,1,1,1,35.00
42.32348049,-71.09492677,Apartment,1,1,1,1,100.00
42.33897284,-71.08033701,Apartment,1,1,1,1,52.00
42.33923256,-71.08141307,Apartment,4,,1,1,163.00
42.3383682,-71.08181551,Apartment,7,2,3,3,650.00
42.33720962,-71.08478305,Apartment,2,1,1,1,65.00
42.34036913,-71.08227084,Apartment,1,1,1,1,83.00
42.31793468,-71.07922631,Apartment,1,1,1,1,40.00
42.33656432,-71.08414057,Apartment,1,1,1,1,50.00
42.32964015,-71.09274149,Apartment,8,2,4,5,625.00
42.33740473,-71.07842744,Apartment,4,1,0,2,200.00
42.32974333,-71.09185431,Apartment,2,1,1,1,90.00
42.32554505,-71.08577829,Apartment,2,1,1,1,65.00
42.32757428,-71.09210878,Apartment,4,2,2,2,300.00
42.3106574,-71.08493656,Apartment,2,1,1,1,50.00
42.31680579,-71.07352707,House,2,1,1,1,100.00
42.32422718,-71.08004848,Apartment,3,1,1,3,75.00
42.31710874,-71.08077882,Apartment,1,1,1,1,35.00
42.32511846,-71.08323012,Apartment,2,1,1,1,63.00
42.32630904,-71.0831874,Apartment,2,1,1,1,63.00
42.33852368,-71.07984588,Apartment,4,1,1,2,167.00
42.3223663,-71.07874135,Apartment,2,1,1,1,150.00
42.33461965,-71.07637612,Apartment,2,1,1,1,150.00
42.32964654,-71.09502742,Apartment,6,1,2,3,225.00
42.33929253,-71.08074915,Apartment,1,1,1,1,50.00
42.32860575,-71.09175965,Apartment,1,,1,,53.00
42.32960717,-71.09340591,Apartment,1,1,1,1,81.00
42.32513754,-71.09264112,Apartment,1,1,1,1,79.00
42.34458195,-71.07551296,Apartment,2,1,1,1,195.00
42.33996517,-71.07514202,Apartment,2,1,1,1,295.00
42.34541907,-71.07711093,Apartment,2,1,1,1,120.00
42.33816149,-71.06815384,Apartment,7,2,2,5,200.00
42.33726366,-71.07632732,Apartment,6,1.5,2,2,250.00
42.34021512,-71.07499794,Apartment,2,1,,1,176.00
42.3412203,-71.07532969,Apartment,2,1,1,1,150.00
42.34259444,-71.0794207,Apartment,2,1,,1,229.00
42.34422662,-71.07787818,Apartment,2,1,1,1,279.00
42.3425859,-71.07969076,Apartment,2,1,1,1,279.00
42.34518663,-71.07229518,Apartment,6,1.5,2,3,290.00
42.34336279,-71.07803854,Apartment,2,1,,1,275.00
42.33833507,-71.07090524,Apartment,4,2,2,2,185.00
42.34748545,-71.07312593,Apartment,4,1,1,1,399.00
42.33762737,-71.07394703,Apartment,4,1,2,2,255.00
42.34284812,-71.07212171,Apartment,1,1,1,1,75.00
42.33596696,-71.07508978,Apartment,6,1.5,2,2,250.00
42.33804084,-71.07574541,Apartment,2,1,1,1,100.00
42.33632671,-71.07415655,Apartment,4,1,1,1,215.00
42.34623304,-71.0736387,House,1,1,1,1,125.00
42.33716187,-71.07611332,Apartment,2,1,1,1,110.00
42.33831709,-71.07658637,Condominium,2,1.5,1,1,125.00
42.33628155,-71.06903946,Apartment,2,1,1,1,80.00
42.34398116,-71.06485661,Apartment,8,2,3,4,373.00
